10:57:23.175 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.happytech.electronic.store.ElectronicStoreApplicationTests], using SpringBootContextLoader
15:00:36.837 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
15:00:36.859 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
15:02:53.728 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.happytech.electronic.store.service.UserServiceTest], using SpringBootContextLoader
15:02:53.759 INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.happytech.electronic.store.service.UserServiceTest]: no resource found for suffixes {-context.xml, Context.groovy}.
15:02:53.761 INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.happytech.electronic.store.service.UserServiceTest]: UserServiceTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
15:02:54.016 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.happytech.electronic.store.ElectronicStoreApplication for test class com.happytech.electronic.store.service.UserServiceTest
15:02:54.156 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
15:02:54.192 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@784c3487, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@53142455, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@40dff0b7, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@7966baa7, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@60975100, org.springframework.test.context.support.DirtiesContextTestExecutionListener@1253e7cb, org.springframework.test.context.transaction.TransactionalTestExecutionListener@2d36e77e, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@61c9c3fd, org.springframework.test.context.event.EventPublishingTestExecutionListener@3b0c9195, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@366c4480, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@2c7b5824, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@302a07d, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@5cdd09b1, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@8c11eee, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@7e8dcdaa]
15:02:54.766 INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
15:02:54.769 INFO  c.h.e.store.service.UserServiceTest - Starting UserServiceTest using Java 19.0.1 on DELL with PID 16076 (started by patil in D:\Intellige_workspace\Electronic store\Electronic-store)
15:02:54.770 INFO  c.h.e.store.service.UserServiceTest - The following 1 profile is active: "dev"
15:02:56.008 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
15:02:56.115 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 88 ms. Found 3 JPA repository interfaces.
15:02:57.829 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
15:02:57.944 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.15.Final
15:02:58.007 INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
15:02:58.501 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
15:02:59.120 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
15:02:59.151 INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
15:03:00.048 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
15:03:00.062 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
15:03:01.339 WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
15:03:02.241 INFO  c.h.e.store.service.UserServiceTest - Started UserServiceTest in 7.965 seconds (JVM running for 10.315)
15:03:02.418 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
15:03:02.423 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
15:03:02.440 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
15:09:36.459 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.happytech.electronic.store.service.UserServiceTest], using SpringBootContextLoader
15:09:36.484 INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.happytech.electronic.store.service.UserServiceTest]: no resource found for suffixes {-context.xml, Context.groovy}.
15:09:36.485 INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.happytech.electronic.store.service.UserServiceTest]: UserServiceTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
15:09:36.706 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.happytech.electronic.store.ElectronicStoreApplication for test class com.happytech.electronic.store.service.UserServiceTest
15:09:36.845 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
15:09:36.878 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@784c3487, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@53142455, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@40dff0b7, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@7966baa7, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@60975100, org.springframework.test.context.support.DirtiesContextTestExecutionListener@1253e7cb, org.springframework.test.context.transaction.TransactionalTestExecutionListener@2d36e77e, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@61c9c3fd, org.springframework.test.context.event.EventPublishingTestExecutionListener@3b0c9195, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@366c4480, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@2c7b5824, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@302a07d, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@5cdd09b1, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@8c11eee, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@7e8dcdaa]
15:09:37.532 INFO  c.h.e.store.service.UserServiceTest - Starting UserServiceTest using Java 19.0.1 on DELL with PID 26944 (started by patil in D:\Intellige_workspace\Electronic store\Electronic-store)
15:09:37.534 INFO  c.h.e.store.service.UserServiceTest - The following 1 profile is active: "dev"
15:09:37.552 INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
15:09:39.118 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
15:09:39.234 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 104 ms. Found 3 JPA repository interfaces.
15:09:41.130 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
15:09:41.293 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.15.Final
15:09:41.388 INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
15:09:41.678 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
15:09:42.376 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
15:09:42.403 INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
15:09:43.262 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
15:09:43.274 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
15:09:44.396 WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
15:09:45.267 INFO  c.h.e.store.service.UserServiceTest - Started UserServiceTest in 8.302 seconds (JVM running for 10.743)
15:09:45.400 INFO  c.h.e.s.service.impl.UserServiceImpl - Initiating request for save user to dao call com.happytech.electronic.store.dtos.UserDto@6600d07d 
15:09:45.409 INFO  c.h.e.s.service.impl.UserServiceImpl - completed request for saved user from dao call com.happytech.electronic.store.dtos.UserDto@35b38986 
15:09:45.450 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
15:09:45.452 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
15:09:45.472 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
15:11:35.119 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.happytech.electronic.store.service.UserServiceTest], using SpringBootContextLoader
15:11:35.142 INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.happytech.electronic.store.service.UserServiceTest]: no resource found for suffixes {-context.xml, Context.groovy}.
15:11:35.143 INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.happytech.electronic.store.service.UserServiceTest]: UserServiceTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
15:11:35.369 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.happytech.electronic.store.ElectronicStoreApplication for test class com.happytech.electronic.store.service.UserServiceTest
15:11:35.498 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
15:11:35.535 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@784c3487, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@53142455, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@40dff0b7, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@7966baa7, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@60975100, org.springframework.test.context.support.DirtiesContextTestExecutionListener@1253e7cb, org.springframework.test.context.transaction.TransactionalTestExecutionListener@2d36e77e, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@61c9c3fd, org.springframework.test.context.event.EventPublishingTestExecutionListener@3b0c9195, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@366c4480, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@2c7b5824, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@302a07d, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@5cdd09b1, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@8c11eee, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@7e8dcdaa]
15:11:36.064 INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
15:11:36.068 INFO  c.h.e.store.service.UserServiceTest - Starting UserServiceTest using Java 19.0.1 on DELL with PID 15128 (started by patil in D:\Intellige_workspace\Electronic store\Electronic-store)
15:11:36.070 INFO  c.h.e.store.service.UserServiceTest - The following 1 profile is active: "dev"
15:11:37.311 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
15:11:37.421 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 95 ms. Found 3 JPA repository interfaces.
15:11:39.083 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
15:11:39.171 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.15.Final
15:11:39.414 INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
15:11:39.646 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
15:11:40.253 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
15:11:40.282 INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
15:11:41.204 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
15:11:41.217 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
15:11:42.340 WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
15:11:43.250 INFO  c.h.e.store.service.UserServiceTest - Started UserServiceTest in 7.638 seconds (JVM running for 9.924)
15:11:43.412 INFO  c.h.e.s.service.impl.UserServiceImpl - Initiating request for save user to dao call com.happytech.electronic.store.dtos.UserDto@5390862e 
15:11:43.421 INFO  c.h.e.s.service.impl.UserServiceImpl - completed request for saved user from dao call com.happytech.electronic.store.dtos.UserDto@6e7d9d0 
15:11:43.460 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
15:11:43.466 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
15:11:43.487 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
15:30:43.816 INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
15:30:43.874 INFO  c.h.e.s.ElectronicStoreApplication - Starting ElectronicStoreApplication using Java 19.0.1 on DELL with PID 28632 (D:\Intellige_workspace\Electronic store\Electronic-store\target\classes started by patil in D:\Intellige_workspace\Electronic store\Electronic-store)
15:30:43.875 INFO  c.h.e.s.ElectronicStoreApplication - The following 1 profile is active: "dev"
15:30:44.008 INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
15:30:44.009 INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
15:30:45.549 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
15:30:45.680 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 113 ms. Found 3 JPA repository interfaces.
15:30:47.346 INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 1995 (http)
15:30:47.375 INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-1995"]
15:30:47.376 INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
15:30:47.377 INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.71]
15:30:47.937 INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
15:30:47.937 INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 3927 ms
15:30:48.351 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
15:30:48.528 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.15.Final
15:30:48.913 INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
15:30:49.141 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
15:30:49.957 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
15:30:49.985 INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
15:30:51.265 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
15:30:51.280 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
15:30:52.116 WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
15:30:52.655 INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
15:30:52.672 INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-1995"]
15:30:52.711 INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 1995 (http) with context path ''
15:30:52.726 INFO  c.h.e.s.ElectronicStoreApplication - Started ElectronicStoreApplication in 9.57 seconds (JVM running for 11.199)
15:31:21.501 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
15:31:21.505 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
15:31:21.534 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
15:34:26.762 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.happytech.electronic.store.service.UserServiceTest], using SpringBootContextLoader
15:34:26.790 INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.happytech.electronic.store.service.UserServiceTest]: no resource found for suffixes {-context.xml, Context.groovy}.
15:34:26.791 INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.happytech.electronic.store.service.UserServiceTest]: UserServiceTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
15:34:27.098 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.happytech.electronic.store.ElectronicStoreApplication for test class com.happytech.electronic.store.service.UserServiceTest
15:34:27.253 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
15:34:27.307 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@2101b44a, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@2cc3ad05, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@710b18a6, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@119020fb, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@3d9f6567, org.springframework.test.context.support.DirtiesContextTestExecutionListener@c055c54, org.springframework.test.context.transaction.TransactionalTestExecutionListener@25e2ab5a, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@35e5d0e5, org.springframework.test.context.event.EventPublishingTestExecutionListener@73173f63, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@55562aa9, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@655ef322, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@7e276594, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@3401a114, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@5066d65f, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@4233e892]
15:34:28.022 INFO  c.h.e.store.service.UserServiceTest - Starting UserServiceTest using Java 19.0.1 on DELL with PID 23892 (started by patil in D:\Intellige_workspace\Electronic store\Electronic-store)
15:34:28.025 INFO  c.h.e.store.service.UserServiceTest - The following 1 profile is active: "dev"
15:34:28.030 INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
15:34:29.916 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
15:34:30.072 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 131 ms. Found 3 JPA repository interfaces.
15:34:32.096 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
15:34:32.193 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.15.Final
15:34:32.272 INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
15:34:32.596 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
15:34:33.256 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
15:34:33.282 INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
15:34:34.278 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
15:34:34.292 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
15:34:35.876 WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
15:34:37.246 INFO  c.h.e.store.service.UserServiceTest - Started UserServiceTest in 9.845 seconds (JVM running for 13.297)
15:34:37.426 INFO  c.h.e.s.service.impl.UserServiceImpl - Initiating request for save user to dao call com.happytech.electronic.store.dtos.UserDto@4a532271 
15:34:37.435 INFO  c.h.e.s.service.impl.UserServiceImpl - completed request for saved user from dao call com.happytech.electronic.store.dtos.UserDto@5d3a238 
15:34:37.470 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
15:34:37.482 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
15:34:37.517 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
15:50:35.775 INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
15:50:35.815 INFO  c.h.e.s.ElectronicStoreApplication - Starting ElectronicStoreApplication using Java 19.0.1 on DELL with PID 13464 (D:\Intellige_workspace\Electronic store\Electronic-store\target\classes started by patil in D:\Intellige_workspace\Electronic store\Electronic-store)
15:50:35.820 INFO  c.h.e.s.ElectronicStoreApplication - The following 1 profile is active: "dev"
15:50:35.947 INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
15:50:35.947 INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
